GPT Prompt,Correct Output,GPT Output,Type of Community
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: This guy just authorized child abuse... cracking a 4 yr olds wrist and then punching him is child abuse...",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: The woman is obviously a racist, but whoever uploaded this video is full of crap. This chick did not go off like that because some dude started his car. Something else happened and it isn't in the video.",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Jesus said all the rules and regulations can be reduced to two: 1) Love God and 2) Love your neighbor as yourself.  

Also said ""do not judge, or you too will be judged"". 

Mr Harris I implore you to Love. Love. Love. Love.  That is all you are called to do here on Earth.  

Signed
A minority gay christian man (who spent many years begging God to take this burden from me without it happening).  It's okay.  I'm gay.  I love the Lord.  He Loves me.  I'm communing with Him forever :) :) :)",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: IN australia those cops arresting him would have been fired.",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Throw the Jews down the well.",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: fuck you faggot.",TRUE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: SUE THE BASTARDS TO HIGH HEAVEN AND DEMAND THEIR SACKING!!!!!!!",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: SHITTY BIGOT",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: What a bunch of butthurt bitchs.",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: But would you smash tho?",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: Can we please stop bickering about who victimizes who more and just agree that we should all work to end racial discrimination? Christ.",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: This guy speaks the TRUTH!!!",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: 1:36 When I see a retarded bigot like you I instantly realize you come from a piss as shit trailer park.",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: @manoharbabu123 
We have what we call the free will. Will it be fair and just to let Hitler or Osama bin laden be unpunished in the day of judgment? Yes Allah is omnipresent and omnipotent but human beings have the free will to choose the bad and the good. So tell how does Hinduism reconcile the divine will and the free will?",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Dr Zakir has wrong meaing of veses ref by him 47/38 its about spending in way of Allah,
[47:39] Behold, you are those who are called upon to spend in the way of Allah; but of you there are some who are niggardly. And whoso is niggardly, is niggardly only against his own soul. And Allah is Self- Sufficient, and it is you that are needy. And if you turn your backs, He will bring in your stead a people other than you, then they will not be like you.
Absalutely wrong reply & wrong ref of fake Aalim",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Bounced on my boy's dick to this for hours. You know, my uncle always told me, ""nightclubs are for faggots"", though he also said Bush didn't do 9/11, so I don't know how trustworthy his advice really was. This video was almost as bullshit as our government shadowmasters shooting everyone with evil space murder moon ray satellites, though, there is many a person I wish they'd aim them at, so I guess I'm not much better myself.

As the great Mark Dice once said: ""Fuck you, I'm Mark Dice, I do what I want"", and, thinking about that after watching this leaky monkey asshole you call a video, caused me to go curb stomp my dog into the pavement until he was unrecognizable to anything short of a complete sequencing of its entire genome. Though I also did that so that the FBI agent surveilling me through my computer would order more chemtrails in my region so that it would kill my nosy neighbors, who are always calling PETA and the cops on me for doing what is right.

Anyways, I think my point is (_)_)::::::::::::::::::::::::::::::::::::D~~~take down the NWO~~~",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: The only way I can excuse this horrific rant is by an assumption. This assumption is that the speaker is an idiot.",TRUE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: Fucking racism.",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: 90 percent of people in these comments don't know what they are talking about",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: i don't like jews neither
and im not racist at all",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: nigger lover",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: @thevoiceofreasonRx5 FINALLY, someone speaks the truth!!!!!!!!",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: What a shame",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: @ansar1919 To many Arabized Assyrians, Arabized Arameans, Arabized Persians, Arabized Phenocians, Those who converted to islam lost their Identity with the time and became Arabs!.",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: WTF, WTF, WHAT DA FOOOUCK!!!",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: hateful brainwashed low iq disgusting religious losers-----",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Why do you deny what the above verse says? Does it not mention Jews AND Christians? Does it not say ""May Allah curse THEM""? So how can you say Allah's curse is only upon the Jews when Allah clearly states it himself? Surely, if Allah meant to curse only the Jews through this revelation he would not have mentioned the Christians. But he did, in the very same sentence. He didn't even even put a dot between the mentioning of these two groups. There is no denying this.",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: i'm pretty sure bernie sanders will call him a moderate and israel an extremist.",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Why do governments endorse sodomy",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: poor guy
he dont look right....
sumthin wrong with that boy.",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Gay marriage is completely and utterly wrong. It is pure evil",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: america a failed society",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: you clearly dont know anything about islam.

Look up 'the golden age of islam'. and see what islam has given the world.",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: There is alot of racist attacks that happen against whites in this country as well.

But TYT won't report on that.... I wonder why?",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: 😢",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: cops are the reason racism started",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Why is this guy always a bigot?",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Being gay is a sin that's what's wrong with this world just because man says it's ok GOD HAS CLEARLY SAID ITS SIN   we need to stop worrying about hurting feelings are going against the multitudes. And say it's wrong gods word is the same yesterday today and forever.",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: ""I might just like this show.""",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: This  British dude is always interrupting! Lol",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: @redkard1979 Google the brutal sexual torture and murders of an innocent white couple, Channon Christian and Christian Newsome, by barbaric racist blacks. Oh, you do not know about it? Of course not. The media does not report the racist brutal murders of whites by racist blacks, which are a whole lot more, than whites murdering blacks. Google the Wichita Massacre sexual torture and murders of whites, by racist blacks. These are just 2 of hundreds of racist slaughter of whites, by racist blacks.",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Christianity isnt a religion its a faith...religion is man made...Christianity is God made",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Eve made from Adam's rib is sooooo natural (never mind the talking snake).",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: There's nothing wrong with being arrested. Why don't people understand that. The police must be unbiased in all situations because they don't have the right to decide who's lying and who's not on the spot. If they did there would be numerous human rights violations. So don't take it personally if you're arrested while innocent. Take it personally if the court charges you as guilty when innocent.",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Does Cameron understand how stupid he is!",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: There is only one Truth: ""Joy of Satan"" site. Look for it before it's too late.",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Your a Jew hater and you know it . What did you say ? What's the best way to show your hate for Jews , tell them they are saved ? Sorta like what you do when you knock on doors ? Actually I was thinking you were going to say What's the best way to show the Jews we hate them ,,,,,,,shoot them in the head like gays , seriously , that's what I thought you were going to say. Also let me ask you something , the only way to be saved is by faith in jesus correct . What about the blind who can't read ? Or millions that never had access to a bible ? Or those who were brought up by evil parents and possibly drugged out beyond help early on . what do you think God is going to do to those people ? Or better yet , what did Jesus say ? Test , lets see who has ears",TRUE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: What a piece of shit.
Let little boys wear a girl clothes if they want, let little girls wear boys clothes if they want. It's in our nature.
This disgusting excuse for a human is not.",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Obviously she's a crazy, bigoted moron!",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: jews army arrested & killed the Palestinian kid. Media is belong to jews, so all of you never watch that fitly act.",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: This is fckd up",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: @Ihateyour If you remove all emotion from the equation and look at things objectively, then perhaps you might realize that I'm not the one being naive here-- you are. You totally missed my point. I don't ignore history at all. I just choose not to go through life with a chip on my shoulder, because I'm not bitter. Think about it. What kind of person would engage a discussion about who the bigger victims or offenders are? Only a bigot would blame the faults of a few on an entire race.",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: HERO",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: Oh Stop, You Racist Woman! Shouldn't You Be Out Gettin Some Pink Barbie Outfits?",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: WOW Mark Cuban is jewish WOW",TRUE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: More than likely a Jew in Muslim dress-up.  But why the focus on pretend-Muslims CLAIMING that Jews are going to die? Why not focus on Jewish mass-murder of the gentiles since their 9/11 false flag? What makes gentiles hate each-other is the terrorist community, that is to say the Jews, running fake front groups like ISIS and their relentless false flag terrorist attacks. The only way to solve the problems of the middle east is to bring Jews under strict third party control.  Thats what we always had to do in the past? Why would anything be different now?",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: @MunchyMcNipples 

Ok. You're starting to sound like a troll. Then again, Trolls and ignorant retards are usually indecipherable. And I never said violent mobs don't exist. I said Matt Drudge is the only journalist who's dumb enough to believe that ""black mob violence"" is an ""epidemic. Big difference, huh? Stop twisting peoples words around.",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: I approve this message.",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Allah cursed the Jews but YAHWEH did not. 1000 years b4 Muhammad, 3 Jew prophets prophesized that the Jews will go to exile all over the world, Jerusalem will be destroyed AND before the end of the world they will come back and be a nation again (this started in 1947). Jesus also prophesized that Jerusalem will be trampled by none Jews until their time is over. Muhammad(piss be upon him) invented his religion by copying and distorting Judaism and Christianism. He is a LIAR.GOD did not curse Jews",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: For the officers safety. They place anyone in handcuffs involved in a physical altercation regardless of there race or color of there skin until they get everyone story. Is there any hope news media would stop always making everything about one's  race. Plus you can't attack someone just cause there being inappropriate on a crowded bus. Call the police that's there job. He could of been charged and sued by the other man he was hitting. Once that black man touched the other guy. He could of easily shot him and said it was self defense. I was scared for my life, that big black man grabbed me. So I shot him. Justified case closed. Great job hero, your dead.",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: 3 min 20 secs in and I'm all shook up & bawlin' my eyes out! UNJUST. And this was 3 years ago & it's FAR WORSE now!",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: It's really sad at in videos about racism towards the black community, they praise the anti-racists, yet in this video everyone seems to be defending the racist clerk.",TRUE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Steven, before you became a Christian, would you have wanted other Christians to pray that you died and went to hell?  What kind of pastor are you, to pray for people to die and go to hell?  Christians certainly do not condone sin, but you fail to understand that we are all sinners who fall short of God's standards and we all need to repent of our sin so that God can transform us from within. But to pray for others who are lost such as Bruce Jenner to die and go to hell, is something that Christians do not do.  You seem to know certain bible verses while at the same time take others out of context. This mixing of truth and your false understanding of God disqualifies you as a leader or pastor. Step down today and find another way to make a living. Or repent of your actions and statements and ask God to transform your heart. Your hatred toward the lost is not the same kind of hatred Jesus had for sinners. Jesus confronted sin and rebuked sin, but was kind and loving toward those who were caught in sin. You have no compassion for the lost or those who need to come to terms with their sin. You have written these lost souls off and admit your hatred toward those who need saved. Your thinking and message is upside down due to your false understanding of God. God will deal with all those who die in their sin, it is not up to you to pray for their demise. You should be doing what you can to lead these people to the foot of the cross, you are only making it impossible for sinners to come to repent by your hatred of them. Find a new way to make a living. You are disqualified and have no credibility as a man of God.",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: @mwan245 ""The South is horrible﻿ and gives America a bad reputation around the world, i'm glad i'm from the north"" 

You're still from a country that spends 1trillion a year on bombs and then drops them around the world on countries full of brown people. I wouldn't pat myself on the back and think I was special if I were you. Tax money from the north and south goes to fund the two wars and 130 bases we have around the world.",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: So 1 line from the old testament turns you into a lunatic?
Jesus was a Jew! Possibly also had homosexual relations with his 11 friends.",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: i wouldve popped that lil ass boy in the mouth and i wouldve told the man to pull up and i wouldve slapped the bitch",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: I do agree on the Weed vs Pistol thing, tho.",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Amen to the truth of God",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: Your a racists bitch racists bitch you and your disrespectful kids man chicks now and days",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: If there is nothing wrong about  someone belonging to the LGBTQ community, then there is nothing wrong with pedophiles and child molesters! If two men or two women can feel love for one another, then why can't a 45 year old man feel love for a 5 or 10 year old boy? It's all about sexual preference huh? Are you gonna judge him because he likes to have sex with little boys? What if he was born that way? If you LGBTQ lovers expect people to except the lifestyle of the LGBTQ, then you must also be willing to except child molesters and pedophiles! However, I guarantee that you won't, and that makes you  hypocrites! You see a man playing with little boys as nasty, but others can't see men playing with each other's butts and penises as nasty?",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: More stupid moron chicken shit white pigs at it again I'm surprised that didn't shoot him cause Racist cops coward cops will kill you for any bullshit excuse !",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: SHE NEEDS TO MAKE A VIDO OF HER SAYING SORRY AND HOW MEAN SHE WAS",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Agree with his opinion",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: That girl is really pretty",FALSE,FALSE,Jewish
